id,value,feed_id,created_at,lat,lon,ele
0DSHSRCXCTBE24MAH1SJCEBW95,45.647186,756683,2018-01-28 21:51:08 UTC,0.0,0.0,0.0
0DSHSRP4T0JNA8YBC2SRCPH85H,45.563263,756683,2018-01-28 21:51:38 UTC,0.0,0.0,0.0
0DSHSRZHG8WWZZ2E6AB0KN42TQ,44.998688,756683,2018-01-28 21:52:09 UTC,0.0,0.0,0.0
0DSHSS8RH93SAWV6M0CYABBVGG,45.128387,756683,2018-01-28 21:52:39 UTC,0.0,0.0,0.0
0DSHSSJ4XWX9KFX8JXMY1K4NTB,45.387787,756683,2018-01-28 21:53:10 UTC,0.0,0.0,0.0
0DSHSSVBPEBA4B93ST8X0B1629,45.586151,756683,2018-01-28 21:53:40 UTC,0.0,0.0,0.0
0DSHST4R1C9Z623HPRVFDY2H06,45.692963,756683,2018-01-28 21:54:11 UTC,0.0,0.0,0.0
0DSHSTDZ22VSE5FPYWDNTSE17R,45.761627,756683,2018-01-28 21:54:41 UTC,0.0,0.0,0.0
0DSHSTQBB1R82ATWYWVRCJJM4J,45.807404,756683,2018-01-28 21:55:12 UTC,0.0,0.0,0.0
0DSHSV0J1P9ADA9DGC9XD3KXA9,45.876068,756683,2018-01-28 21:55:42 UTC,0.0,0.0,0.0
0DSHSV9Z18W288RMQWHRE2SG9M,45.868439,756683,2018-01-28 21:56:13 UTC,0.0,0.0,0.0
0DSHSVK5XAM8CT8BY10VN93TXJ,45.914215,756683,2018-01-28 21:56:43 UTC,0.0,0.0,0.0
0DSHSVWJ6BBWC2J7T2QRFEQB8J,45.761627,756683,2018-01-28 21:57:13 UTC,0.0,0.0,0.0
0DSHSW5SEGF2Y6D33W3TDX1WSD,45.708221,756683,2018-01-28 21:57:44 UTC,0.0,0.0,0.0
0DSHSWF5NAJTSG9FE7YSRW4PT0,45.822662,756683,2018-01-28 21:58:14 UTC,0.0,0.0,0.0
0DSHSWRCTX4PM79CFC87JGM23Z,45.692963,756683,2018-01-28 21:58:45 UTC,0.0,0.0,0.0
0DSHSX1S2T8VH3AAFJHZCQJMQ9,45.685333,756683,2018-01-28 21:59:15 UTC,0.0,0.0,0.0
0DSHSXB0FRS3SH3CM3B4ZWNZEH,45.723480,756683,2018-01-28 21:59:46 UTC,0.0,0.0,0.0
0DSHSXMBZ4MMWD169EQBX7Y5J1,45.738739,756683,2018-01-28 22:00:16 UTC,0.0,0.0,0.0
0DSHSXXK0MEQK8P9T9KDE8F2T3,45.708221,756683,2018-01-28 22:00:47 UTC,0.0,0.0,0.0
0DSHSY6ZESQA1WDD23RNXDTGCP,45.616669,756683,2018-01-28 22:01:17 UTC,0.0,0.0,0.0
0DSHSYG6H13DRJWH5MA6F64YJW,45.357269,756683,2018-01-28 22:01:48 UTC,0.0,0.0,0.0
0DSHSYSJWM838TRQTC1XYCRYN9,45.441193,756683,2018-01-28 22:02:18 UTC,0.0,0.0,0.0
0DSHSZ2T7HRMWQQ9AJZT2MBGME,45.685333,756683,2018-01-28 22:02:49 UTC,0.0,0.0,0.0
0DSHSZC6CYH88YCN52FMZWEXAA,45.792145,756683,2018-01-28 22:03:19 UTC,0.0,0.0,0.0
0DSHSZND5RVSNSWA2GCDTPDM9V,45.731110,756683,2018-01-28 22:03:49 UTC,0.0,0.0,0.0
0DSHSZYSPGY7636SZQY8FWRERA,45.837921,756683,2018-01-28 22:04:20 UTC,0.0,0.0,0.0
0DSHT080N6Q3KHFQKANPGW8X0A,45.746368,756683,2018-01-28 22:04:50 UTC,0.0,0.0,0.0
0DSHT0HCE1RJ2J27PDHHT8R9SA,45.746368,756683,2018-01-28 22:05:21 UTC,0.0,0.0,0.0
0DSHT0TKTX544MNRVM6M4AQS5T,45.807404,756683,2018-01-28 22:05:51 UTC,0.0,0.0,0.0
0DSHT140GXGD335624Q1MH0PSV,45.769257,756683,2018-01-28 22:06:22 UTC,0.0,0.0,0.0
0DSHT1D7ABKYZS7YKRXWHNAFW1,45.662445,756683,2018-01-28 22:06:52 UTC,0.0,0.0,0.0
0DSHT1PKCS48B2FFBT28JG6WXC,45.601410,756683,2018-01-28 22:07:23 UTC,0.0,0.0,0.0
0DSHT1ZTJDSRS34QZX9QSS5AXA,45.502228,756683,2018-01-28 22:07:53 UTC,0.0,0.0,0.0
0DSHT2975V26X8M4BH9YJM9FX9,45.387787,756683,2018-01-28 22:08:24 UTC,0.0,0.0,0.0
0DSHT2JDHFTX8J6AP5JTGW8DHP,45.334381,756683,2018-01-28 22:08:54 UTC,0.0,0.0,0.0
0DSHT2VVMKPRWJ7EPGJARV3KP5,45.425934,756683,2018-01-28 22:09:25 UTC,0.0,0.0,0.0
0DSHT352GWWP5KKNZYF3R1B4XQ,45.517487,756683,2018-01-28 22:09:55 UTC,0.0,0.0,0.0
0DSHT3EEP4PBSQQ3YSZWJS10ZM,45.509857,756683,2018-01-28 22:10:26 UTC,0.0,0.0,0.0
0DSHT3QND5F62ME0FWJP2X42FR,45.326752,756683,2018-01-28 22:10:56 UTC,0.0,0.0,0.0
0DSHT412G8T8DHJXCAYVFJX58T,45.174164,756683,2018-01-28 22:11:27 UTC,0.0,0.0,0.0
0DSHT4A9Y8APREZVXEYCGRBDKR,45.387787,756683,2018-01-28 22:11:57 UTC,0.0,0.0,0.0
0DSHT4KNNRT7MQQVBN33TXEX7N,45.654816,756683,2018-01-28 22:12:28 UTC,0.0,0.0,0.0
0DSHT4WWTMK6NMRX7MFQDCZJM3,45.738739,756683,2018-01-28 22:12:58 UTC,0.0,0.0,0.0
0DSHT568ZNFH8WHCMS5XAMGJSP,45.860809,756683,2018-01-28 22:13:29 UTC,0.0,0.0,0.0
0DSHT5FGB9BHNNSTCYMW6PHAD0,45.731110,756683,2018-01-28 22:13:59 UTC,0.0,0.0,0.0
0DSHT5RWAE5JF0DFZ86X38SZKH,45.746368,756683,2018-01-28 22:14:30 UTC,0.0,0.0,0.0
0DSHT623CV7NFXGYXNYY27F61N,45.723480,756683,2018-01-28 22:15:00 UTC,0.0,0.0,0.0
0DSHT6BFVN3ARN2W0F8X19K5JY,45.647186,756683,2018-01-28 22:15:31 UTC,0.0,0.0,0.0
0DSHT6MPRSNQW4WBNZSJC8YS2W,45.441193,756683,2018-01-28 22:16:01 UTC,0.0,0.0,0.0
0DSHT6Y2SC9CSD2WVC3ZB0RND7,45.502228,756683,2018-01-28 22:16:32 UTC,0.0,0.0,0.0
0DSHT77A6ABKH9C115Y278X8J4,45.548004,756683,2018-01-28 22:17:02 UTC,0.0,0.0,0.0
0DSHT7GPJMJVRSCBEY1JTBR66X,46.089691,756683,2018-01-28 22:17:33 UTC,0.0,0.0,0.0
0DSHT7SXNK1A5W8ZX12Y8Z9QXJ,45.784515,756683,2018-01-28 22:18:03 UTC,0.0,0.0,0.0
0DSHT839PQYK2K98DE6VB6QS4B,45.776886,756683,2018-01-28 22:18:34 UTC,0.0,0.0,0.0
0DSHT8CGQX0K4JJQGF50WK0WPV,45.753998,756683,2018-01-28 22:19:04 UTC,0.0,0.0,0.0
0DSHT8NWZRSD4NY3M140DWPHVW,45.647186,756683,2018-01-28 22:19:35 UTC,0.0,0.0,0.0
0DSHT8Z4F8RQ99KG9QG5TB612A,45.425934,756683,2018-01-28 22:20:05 UTC,0.0,0.0,0.0
0DSHT98GSXRYA4CWFWJM0JA4ZW,45.158905,756683,2018-01-28 22:20:36 UTC,0.0,0.0,0.0
0DSHT9HQKWF0YMEMC49MREE35Z,45.250458,756683,2018-01-28 22:21:06 UTC,0.0,0.0,0.0
0DSHT9V3ZQ83K6DB3RANQCPM4V,45.555634,756683,2018-01-28 22:21:37 UTC,0.0,0.0,0.0
0DSHTA4ATV7V1SRG1Q40R7DJAM,45.586151,756683,2018-01-28 22:22:07 UTC,0.0,0.0,0.0
0DSHTADQCEJMERVJ6M5CTSVE0K,45.586151,756683,2018-01-28 22:22:38 UTC,0.0,0.0,0.0
0DSHTAPY583W42HSA8FG9D1ED2,45.731110,756683,2018-01-28 22:23:08 UTC,0.0,0.0,0.0
0DSHTB0AG1ZSW2BRGP7GMMGJMV,45.799774,756683,2018-01-28 22:23:39 UTC,0.0,0.0,0.0
0DSHTB9H76HJD4G03N0C3ASR5K,45.723480,756683,2018-01-28 22:24:09 UTC,0.0,0.0,0.0
0DSHTBJXWPGCE60YHWB0178XP6,45.753998,756683,2018-01-28 22:24:40 UTC,0.0,0.0,0.0
0DSHTBW4ZS410XCFR8F014AXM4,45.891327,756683,2018-01-28 22:25:10 UTC,0.0,0.0,0.0
0DSHTC5HCBJPE8E6GRKNBPDPJS,45.822662,756683,2018-01-28 22:25:41 UTC,0.0,0.0,0.0
0DSHTCERE48SRGN1SCP5E7A6WP,45.815033,756683,2018-01-28 22:26:11 UTC,0.0,0.0,0.0
0DSHTCR4M48K7D2G4PC81ZF18F,45.662445,756683,2018-01-28 22:26:42 UTC,0.0,0.0,0.0
0DSHTD1BV969VE4BJK3T8D15CQ,45.593781,756683,2018-01-28 22:27:12 UTC,0.0,0.0,0.0
0DSHTDAQX3KJ9R64C54ZEFA2W7,45.418304,756683,2018-01-28 22:27:43 UTC,0.0,0.0,0.0
0DSHTDKZ11EJGBNV1JT8JGQ1DW,45.525116,756683,2018-01-28 22:28:13 UTC,0.0,0.0,0.0
0DSHTDXB7H3B45K2BGWVE4NFH0,45.631927,756683,2018-01-28 22:28:43 UTC,0.0,0.0,0.0
0DSHTE6JEVE6RZ5M50WM8N0E0Y,45.616669,756683,2018-01-28 22:29:14 UTC,0.0,0.0,0.0
0DSHTEFYNKEGTQYDC3EJ82SCKN,45.471710,756683,2018-01-28 22:29:44 UTC,0.0,0.0,0.0
0DSHTES5GDMC9V397KE0PS45MM,45.387787,756683,2018-01-28 22:30:15 UTC,0.0,0.0,0.0
0DSHTF2M5ZCZYYAF8B3ZZ9A003,45.479340,756683,2018-01-28 22:30:46 UTC,0.0,0.0,0.0
0DSHTFBSFVFBR425721S97RTN2,45.677704,756683,2018-01-28 22:31:16 UTC,0.0,0.0,0.0
0DSHTFNB7P9NTRXMKACV41QN0Y,45.586151,756683,2018-01-28 22:31:47 UTC,0.0,0.0,0.0
0DSHTFYFX7XN8WB1TK09BW92DD,45.486969,756683,2018-01-28 22:32:17 UTC,0.0,0.0,0.0
0DSHTG7SS3N9DKQEW2XHYRXFAD,45.624298,756683,2018-01-28 22:32:47 UTC,0.0,0.0,0.0
0DSHTGH0K5FEVTTDHJ93VVP29Z,45.639557,756683,2018-01-28 22:33:18 UTC,0.0,0.0,0.0
0DSHTGTD1K5ZYEA1ZDX08C1PGS,45.700592,756683,2018-01-28 22:33:48 UTC,0.0,0.0,0.0
0DSHTH3M43A0864XH446XARC1F,45.670074,756683,2018-01-28 22:34:19 UTC,0.0,0.0,0.0
0DSHTHD02WWVFA8ZF3F3C2AVXR,45.578522,756683,2018-01-28 22:34:49 UTC,0.0,0.0,0.0
0DSHTHP7T68XK66QPAH82R2YHW,45.502228,756683,2018-01-28 22:35:20 UTC,0.0,0.0,0.0
0DSHTHZKCDQ6MFZJPQ2HGZG4HE,45.464081,756683,2018-01-28 22:35:50 UTC,0.0,0.0,0.0
0DSHTJ8TFHM6RGWYR6XXKSKGXC,45.479340,756683,2018-01-28 22:36:21 UTC,0.0,0.0,0.0
0DSHTJJ6VNJ2Q0QCC4FN7CZ2Z9,45.319122,756683,2018-01-28 22:36:51 UTC,0.0,0.0,0.0
0DSHTJVDHJQXEPBR67XNFMHAKE,45.372528,756683,2018-01-28 22:37:21 UTC,0.0,0.0,0.0
0DSHTK4TF49PSR6WFJ6J3TWQS0,45.448822,756683,2018-01-28 22:37:52 UTC,0.0,0.0,0.0
0DSHTKE12571SXDYA6TW3C49RH,45.433563,756683,2018-01-28 22:38:22 UTC,0.0,0.0,0.0
0DSHTKQDA9TAQ2MNFW9PF0GV4P,45.357269,756683,2018-01-28 22:38:53 UTC,0.0,0.0,0.0
0DSHTM0MCJYZBN0GK4QXH5QWC0,45.410675,756683,2018-01-28 22:39:23 UTC,0.0,0.0,0.0
0DSHTMA0PC0BA0QDQKR9K06475,45.319122,756683,2018-01-28 22:39:54 UTC,0.0,0.0,0.0
0DSHTMK7TSH79K7GN7A0CYJGMS,45.288605,756683,2018-01-28 22:40:24 UTC,0.0,0.0,0.0
0DSHTMWKXBRMQRD83G5XV1RW0F,45.357269,756683,2018-01-28 22:40:55 UTC,0.0,0.0,0.0
0DSHTN5V192MWWA0Y1XJ7E6NYQ,45.349640,756683,2018-01-28 22:41:25 UTC,0.0,0.0,0.0
0DSHTNF78QH8XJJ57JMXNQV6XB,45.418304,756683,2018-01-28 22:41:56 UTC,0.0,0.0,0.0
0DSHTNREAC5KGJ7PKJTXBEX2RS,45.357269,756683,2018-01-28 22:42:26 UTC,0.0,0.0,0.0
0DSHTP1TA9Q0T7QWJNKZTRMQEX,45.342010,756683,2018-01-28 22:42:57 UTC,0.0,0.0,0.0
0DSHTPB1PP605FR1WJW0FFEGYP,45.334381,756683,2018-01-28 22:43:27 UTC,0.0,0.0,0.0
0DSHTPMDYPW6PT80T80GX305ER,45.265717,756683,2018-01-28 22:43:58 UTC,0.0,0.0,0.0
0DSHTPXN1TKW7NRT370H7KP834,45.280975,756683,2018-01-28 22:44:28 UTC,0.0,0.0,0.0
0DSHTQ714CDRXS8PCQMZS5NNZR,45.280975,756683,2018-01-28 22:44:59 UTC,0.0,0.0,0.0
0DSHTQG86SYWFCW50QNDY6T356,45.250458,756683,2018-01-28 22:45:29 UTC,0.0,0.0,0.0
0DSHTQSMAVY62XBNDNDR3G5G7Z,45.227570,756683,2018-01-28 22:46:00 UTC,0.0,0.0,0.0
0DSHTR2VJ6DHHBH8P91YZD0EPY,45.265717,756683,2018-01-28 22:46:30 UTC,0.0,0.0,0.0
0DSHTRC7Q8AJA7TP235Z9V26J2,45.136017,756683,2018-01-28 22:47:01 UTC,0.0,0.0,0.0
0DSHTRNEQ9T5ZGX4V0NYZHE54E,45.204681,756683,2018-01-28 22:47:31 UTC,0.0,0.0,0.0
0DSHTRYV1DABXAA8S6YRBVY99N,45.319122,756683,2018-01-28 22:48:02 UTC,0.0,0.0,0.0
0DSHTS824CK3XKZ5542FPRSC91,45.395416,756683,2018-01-28 22:48:32 UTC,0.0,0.0,0.0
0DSHTSHECM07HEG47H0RWS15Z5,45.364899,756683,2018-01-28 22:49:03 UTC,0.0,0.0,0.0
0DSHTSTNF7AXAGJ2248YX4A55M,45.342010,756683,2018-01-28 22:49:33 UTC,0.0,0.0,0.0
0DSHTT41FXBE2XF09SRVHZH5RV,45.280975,756683,2018-01-28 22:50:04 UTC,0.0,0.0,0.0
0DSHTTD8HV96EDRC11ND96HFBS,45.303864,756683,2018-01-28 22:50:34 UTC,0.0,0.0,0.0
0DSHTTPMWAKMTFN6QX50CBV8FP,45.326752,756683,2018-01-28 22:51:05 UTC,0.0,0.0,0.0
0DSHTTZVH3KBT0NAK1KNACYRKE,45.326752,756683,2018-01-28 22:51:35 UTC,0.0,0.0,0.0
0DSHTV986PZCEDM145HJ6QDN92,45.342010,756683,2018-01-28 22:52:06 UTC,0.0,0.0,0.0
0DSHTVJFHS4YR9GPX7K7H2DMHE,45.296234,756683,2018-01-28 22:52:36 UTC,0.0,0.0,0.0
0DSHTVVVQ09CD4JC8Q5HJNZ8V9,45.311493,756683,2018-01-28 22:53:07 UTC,0.0,0.0,0.0
0DSHTW52RMGRF1W0P58Z0347KM,45.296234,756683,2018-01-28 22:53:37 UTC,0.0,0.0,0.0
0DSHTWEFTJYKKXYC7K248PVGMS,45.280975,756683,2018-01-28 22:54:08 UTC,0.0,0.0,0.0
0DSHTWQPGR18EZSK9KBT8NP3DQ,45.273346,756683,2018-01-28 22:54:38 UTC,0.0,0.0,0.0
0DSHTX130QF3JB0HVK2ME6C1J2,45.296234,756683,2018-01-28 22:55:09 UTC,0.0,0.0,0.0
0DSHTXA9VFAFCAEDMP3CQVV7BY,45.265717,756683,2018-01-28 22:55:39 UTC,0.0,0.0,0.0
0DSHTXKP829JAY610C4Y3YVQZ2,45.296234,756683,2018-01-28 22:56:10 UTC,0.0,0.0,0.0
0DSHTXWX93B2HE88SBD0TAHBTQ,45.265717,756683,2018-01-28 22:56:40 UTC,0.0,0.0,0.0
0DSHTY69GFR6FK1SSCQ1EX5WDC,45.258087,756683,2018-01-28 22:57:11 UTC,0.0,0.0,0.0
0DSHTYFG821BYKMB26KR61238X,45.273346,756683,2018-01-28 22:57:41 UTC,0.0,0.0,0.0
0DSHTYRWTS8Z1SPJ7FK51ATPKT,45.288605,756683,2018-01-28 22:58:11 UTC,0.0,0.0,0.0
0DSHTZ23SGNFZFMKX03XVS4P0B,45.250458,756683,2018-01-28 22:58:42 UTC,0.0,0.0,0.0
0DSHTZBG4H0JS7F646BKESE9BJ,45.273346,756683,2018-01-28 22:59:12 UTC,0.0,0.0,0.0
0DSHTZMQA8513HPPNJ3JHS7953,45.548004,756683,2018-01-28 22:59:43 UTC,0.0,0.0,0.0
0DSHTZY3JJG588N8Z3QC8R5RX0,45.471710,756683,2018-01-28 23:00:13 UTC,0.0,0.0,0.0
0DSHV07ABW8GS8JGTCV89FREGS,45.418304,756683,2018-01-28 23:00:44 UTC,0.0,0.0,0.0
0DSHV0GPCV0MAANKQZQBZ00JRR,45.303864,756683,2018-01-28 23:01:14 UTC,0.0,0.0,0.0
0DSHV0SXCEQC8JWN6M54SZV8FH,45.326752,756683,2018-01-28 23:01:45 UTC,0.0,0.0,0.0
0DSHV13A39W3GM6M9YTW4ZFQW3,45.395416,756683,2018-01-28 23:02:15 UTC,0.0,0.0,0.0
